Lake,SampDepthRepID,SampID,Depth,FieldSiteID,Habitat,ZoneHabitat,Family,ScientificName,CommonName,SignalReads,marker,Group
Big Pine,1498s2,1498,surface,BP_f20,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,2507,Ac16S,fish
Big Pine,1498s2,1498,surface,BP_f20,fringe,fringe,Esocidae,Esox lucius,Northern Pike,3436,Ac16S,fish
Big Pine,1498s3,1498,surface,BP_f20,fringe,fringe,Esocidae,Esox lucius,Northern Pike,10258,Am12S,fish
Big Pine,1498s2,1498,surface,BP_f20,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,26968,Am12S,fish
Big Pine,1498s3,1498,surface,BP_f20,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,21503,Ac16S,fish
Big Pine,1498s3,1498,surface,BP_f20,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,13819,Am12S,fish
Big Pine,1498s1,1498,surface,BP_f20,fringe,fringe,Ictaluridae,Ameiurus natalis,Yellow Bullhead,1978,Ac16S,fish
Big Pine,1498s3,1498,surface,BP_f20,fringe,fringe,Ictaluridae,Ameiurus natalis,Yellow Bullhead,1059,Am12S,fish
Big Pine,1498s1,1498,surface,BP_f20,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,1252,Ac16S,fish
Big Pine,1498s3,1498,surface,BP_f20,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,389,Am12S,fish
Big Pine,1499s2,1499,surface,BP_f21,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,11949,Ac16S,fish
Big Pine,1499s2,1499,surface,BP_f21,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,7980,Am12S,fish
Big Pine,1499s1,1499,surface,BP_f21,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,14640,Am12S,fish
Big Pine,1499s3,1499,surface,BP_f21,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,10632,Ac16S,fish
Big Pine,1499s1,1499,surface,BP_f21,fringe,fringe,Cyprinidae,Pimephales notatus,Bluntnose Minnow,10538,Ac16S,fish
Big Pine,1499s2,1499,surface,BP_f21,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,13216,Am12S,fish
Big Pine,1499s2,1499,surface,BP_f21,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,5591,Ac16S,fish
Big Pine,1499s3,1499,surface,BP_f21,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,27680,Am12S,fish
Big Pine,1499s1,1499,surface,BP_f21,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,3927,Ac16S,fish
Big Pine,1499s1,1499,surface,BP_f21,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,13306,Am12S,fish
Big Pine,1499s1,1499,surface,BP_f21,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,5486,Ac16S,fish
Big Pine,1499s2,1499,surface,BP_f21,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,391,Am12S,fish
Big Pine,1499s2,1499,surface,BP_f21,fringe,fringe,Centrarchidae,Micropterus dolomieu,Smallmouth Bass,1235,Ac16S,fish
Big Pine,1499s2,1499,surface,BP_f21,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,14919,Am12S,fish
Big Pine,1499s2,1499,surface,BP_f21,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,15850,Ac16S,fish
Big Pine,1500s1,1500,surface,BP_f22,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,26935,Ac16S,fish
Big Pine,1500s1,1500,surface,BP_f22,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,16446,Ac16S,fish
Big Pine,1500s1,1500,surface,BP_f22,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,57120,Am12S,fish
Big Pine,1500s2,1500,surface,BP_f22,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,3703,Ac16S,fish
Big Pine,1500s3,1500,surface,BP_f22,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,2762,Am12S,fish
Big Pine,1500s3,1500,surface,BP_f22,fringe,fringe,Umbridae,Umbra limi,Central Mudminnow,1698,Ac16S,fish
Big Pine,1500s2,1500,surface,BP_f22,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,6551,Ac16S,fish
Big Pine,1500s3,1500,surface,BP_f22,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,5864,Am12S,fish
Big Pine,1500s3,1500,surface,BP_f22,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,593,Ac16S,fish
Big Pine,1500s3,1500,surface,BP_f22,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,12913,Am12S,fish
Big Pine,1500s2,1500,surface,BP_f22,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,3242,Ac16S,fish
Big Pine,1500s3,1500,surface,BP_f22,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,4449,Am12S,fish
Big Pine,1500s2,1500,surface,BP_f22,fringe,fringe,Esocidae,Esox lucius,Northern Pike,10944,Am12S,fish
Big Pine,1500s1,1500,surface,BP_f22,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,696,Ac16S,fish
Big Pine,1500s3,1500,surface,BP_f22,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,4470,Am12S,fish
Big Pine,1500s3,1500,surface,BP_f22,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,1920,Ac16S,fish
Big Pine,1501s3,1501,surface,BP_f23,fringe,fringe,Cyprinidae,Notropis heterolepis,Blacknose Shiner,810,Ac16S,fish
Big Pine,1501s2,1501,surface,BP_f23,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,11646,Ac16S,fish
Big Pine,1501s3,1501,surface,BP_f23,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,24216,Am12S,fish
Big Pine,1501s1,1501,surface,BP_f23,fringe,fringe,Amiidae,Amia calva,Bowfin,940,Am12S,fish
Big Pine,1501s2,1501,surface,BP_f23,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,1537,Am12S,fish
Big Pine,1501s3,1501,surface,BP_f23,fringe,fringe,Ictaluridae,Ameiurus nebulosus/melas,Brown/Black Bullhead,1379,Ac16S,fish
Big Pine,1501s3,1501,surface,BP_f23,fringe,fringe,Ictaluridae,Ameiurus nebulosus/melas,Brown/Black Bullhead,5765,Am12S,fish
Big Pine,1501s1,1501,surface,BP_f23,fringe,fringe,Umbridae,Umbra limi,Central Mudminnow,7066,Am12S,fish
Big Pine,1501s3,1501,surface,BP_f23,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,4106,Am12S,fish
Big Pine,1501s1,1501,surface,BP_f23,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,1150,Ac16S,fish
Big Pine,1501s2,1501,surface,BP_f23,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,551,Am12S,fish
Big Pine,1501s3,1501,surface,BP_f23,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,1587,Ac16S,fish
Big Pine,1501s3,1501,surface,BP_f23,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,6449,Am12S,fish
Big Pine,1501s2,1501,surface,BP_f23,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,7213,Ac16S,fish
Big Pine,1501s2,1501,surface,BP_f23,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,15377,Am12S,fish
Big Pine,1501s2,1501,surface,BP_f23,fringe,fringe,Esocidae,Esox lucius,Northern Pike,4939,Am12S,fish
Big Pine,1501s1,1501,surface,BP_f23,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,18251,Am12S,fish
Big Pine,1501s1,1501,surface,BP_f23,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,25881,Ac16S,fish
Big Pine,1501s3,1501,surface,BP_f23,fringe,fringe,Percidae,Sander vitreus,Walleye,881,Am12S,fish
Big Pine,1501s3,1501,surface,BP_f23,fringe,fringe,Percidae,Sander vitreus,Walleye,1329,Ac16S,fish
Big Pine,1501s2,1501,surface,BP_f23,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,65,Am12S,fish
Big Pine,1502s3,1502,surface,BP_f3,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,12,Am12S,fish
Big Pine,1502s3,1502,surface,BP_f3,fringe,fringe,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,18792,Ac16S,fish
Big Pine,1502s1,1502,surface,BP_f3,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,31325,Ac16S,fish
Big Pine,1502s1,1502,surface,BP_f3,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,44747,Am12S,fish
Big Pine,1502s2,1502,surface,BP_f3,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,27642,Ac16S,fish
Big Pine,1502s1,1502,surface,BP_f3,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,6563,Ac16S,fish
Big Pine,1502s3,1502,surface,BP_f3,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,13673,Am12S,fish
Big Pine,1502s1,1502,surface,BP_f3,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,29413,Am12S,fish
Big Pine,1502s2,1502,surface,BP_f3,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,12945,Ac16S,fish
Big Pine,1502s2,1502,surface,BP_f3,fringe,fringe,Centrarchidae,Micropterus dolomieu,Smallmouth Bass,430,Am12S,fish
Big Pine,1502s3,1502,surface,BP_f3,fringe,fringe,Centrarchidae,Micropterus dolomieu,Smallmouth Bass,15891,Ac16S,fish
Big Pine,1503s1,1503,surface,BP_f4,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,50512,Am12S,fish
Big Pine,1503s2,1503,surface,BP_f4,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,31512,Ac16S,fish
Big Pine,1503s3,1503,surface,BP_f4,fringe,fringe,Cyprinidae,Pimephales notatus,Bluntnose Minnow,358,Am12S,fish
Big Pine,1503s3,1503,surface,BP_f4,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,10149,Am12S,fish
Big Pine,1503s1,1503,surface,BP_f4,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,45626,Am12S,fish
Big Pine,1503s3,1503,surface,BP_f4,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,19311,Ac16S,fish
Big Pine,1503s2,1503,surface,BP_f4,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,2422,Am12S,fish
Big Pine,1503s3,1503,surface,BP_f4,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,14137,Ac16S,fish
Big Pine,1503s1,1503,surface,BP_f4,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,7644,Ac16S,fish
Big Pine,1503s2,1503,surface,BP_f4,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,16586,Am12S,fish
Big Pine,1503s2,1503,surface,BP_f4,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,3751,Am12S,fish
Big Pine,1503s2,1503,surface,BP_f4,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,5909,Ac16S,fish
Big Pine,1503s1,1503,surface,BP_f4,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,14806,Am12S,fish
Big Pine,1503s3,1503,surface,BP_f4,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,18533,Ac16S,fish
Big Pine,1504s2,1504,surface,BP_f5,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,35935,Ac16S,fish
Big Pine,1504s2,1504,surface,BP_f5,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,54993,Am12S,fish
Big Pine,1504s3,1504,surface,BP_f5,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,472,Ac16S,fish
Big Pine,1504s3,1504,surface,BP_f5,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,7674,Am12S,fish
Big Pine,1504s1,1504,surface,BP_f5,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,3341,Ac16S,fish
Big Pine,1504s1,1504,surface,BP_f5,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,3235,Ac16S,fish
Big Pine,1504s3,1504,surface,BP_f5,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,5506,Am12S,fish
Big Pine,1504s3,1504,surface,BP_f5,fringe,fringe,Esocidae,Esox lucius,Northern Pike,6350,Ac16S,fish
Big Pine,1504s3,1504,surface,BP_f5,fringe,fringe,Esocidae,Esox lucius,Northern Pike,8859,Am12S,fish
Big Pine,1504s1,1504,surface,BP_f5,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,10444,Ac16S,fish
Big Pine,1504s1,1504,surface,BP_f5,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,11347,Am12S,fish
Big Pine,1504s2,1504,surface,BP_f5,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,12504,Am12S,fish
Big Pine,1504s3,1504,surface,BP_f5,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,11960,Ac16S,fish
Big Pine,1505s1,1505,surface,BP_f6,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,4344,Ac16S,fish
Big Pine,1505s1,1505,surface,BP_f6,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,31024,Am12S,fish
Big Pine,1505s3,1505,surface,BP_f6,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,19793,Ac16S,fish
Big Pine,1505s3,1505,surface,BP_f6,fringe,fringe,Cyprinidae,Pimephales notatus,Bluntnose Minnow,14,Ac16S,fish
Big Pine,1505s1,1505,surface,BP_f6,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,3689,Ac16S,fish
Big Pine,1505s3,1505,surface,BP_f6,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,1834,Am12S,fish
Big Pine,1505s1,1505,surface,BP_f6,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,15822,Ac16S,fish
Big Pine,1505s3,1505,surface,BP_f6,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,13475,Am12S,fish
Big Pine,1505s2,1505,surface,BP_f6,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,2821,Ac16S,fish
Big Pine,1505s2,1505,surface,BP_f6,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,8290,Am12S,fish
Big Pine,1505s2,1505,surface,BP_f6,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,15197,Ac16S,fish
Big Pine,1505s2,1505,surface,BP_f6,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,29473,Am12S,fish
Big Pine,1505s2,1505,surface,BP_f6,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,997,Am12S,fish
Big Pine,1505s3,1505,surface,BP_f6,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,507,Am12S,fish
Big Pine,1505s3,1505,surface,BP_f6,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,10261,Ac16S,fish
Big Pine,1505s2,1505,surface,BP_f6,fringe,fringe,Ictaluridae,Ameiurus natalis,Yellow Bullhead,4350,Am12S,fish
Big Pine,1505s1,1505,surface,BP_f6,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,18046,Ac16S,fish
Big Pine,1505s3,1505,surface,BP_f6,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,11679,Am12S,fish
Big Pine,1506s3,1506,surface,BP_f7,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,1487,Ac16S,fish
Big Pine,1506s1,1506,surface,BP_f7,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,11912,Am12S,fish
Big Pine,1506s1,1506,surface,BP_f7,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,25227,Ac16S,fish
Big Pine,1506s1,1506,surface,BP_f7,fringe,fringe,Cyprinidae,Pimephales notatus,Bluntnose Minnow,136,Ac16S,fish
Big Pine,1506s1,1506,surface,BP_f7,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,5039,Ac16S,fish
Big Pine,1506s2,1506,surface,BP_f7,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,37910,Ac16S,fish
Big Pine,1506s3,1506,surface,BP_f7,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,18744,Am12S,fish
Big Pine,1506s3,1506,surface,BP_f7,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,2557,Ac16S,fish
Big Pine,1506s3,1506,surface,BP_f7,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,34368,Am12S,fish
Big Pine,1506s1,1506,surface,BP_f7,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,17534,Am12S,fish
Big Pine,1506s3,1506,surface,BP_f7,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,1648,Ac16S,fish
Big Pine,1506s1,1506,surface,BP_f7,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,379,Ac16S,fish
Big Pine,1507s1,1507,surface,BP_f8,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,10,Ac16S,fish
Big Pine,1507s3,1507,surface,BP_f8,fringe,fringe,Cyprinidae,Notropis heterodon,Blackchin Shiner,1868,Ac16S,fish
Big Pine,1507s2,1507,surface,BP_f8,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,14038,Ac16S,fish
Big Pine,1507s2,1507,surface,BP_f8,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,48919,Am12S,fish
Big Pine,1507s1,1507,surface,BP_f8,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,12466,Ac16S,fish
Big Pine,1507s1,1507,surface,BP_f8,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,7596,Am12S,fish
Big Pine,1507s1,1507,surface,BP_f8,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,10593,Ac16S,fish
Big Pine,1507s1,1507,surface,BP_f8,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,8780,Am12S,fish
Big Pine,1507s3,1507,surface,BP_f8,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,1807,Ac16S,fish
Big Pine,1507s1,1507,surface,BP_f8,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,6789,Am12S,fish
Big Pine,1507s1,1507,surface,BP_f8,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,16008,Ac16S,fish
Big Pine,1507s2,1507,surface,BP_f8,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,1188,Ac16S,fish
Big Pine,1507s2,1507,surface,BP_f8,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,7134,Am12S,fish
Big Pine,1508s1,1508,surface,BP_f9,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,405,Am12S,fish
Big Pine,1508s2,1508,surface,BP_f9,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,10950,Ac16S,fish
Big Pine,1508s3,1508,surface,BP_f9,fringe,fringe,Cyprinidae,Notropis heterodon,Blackchin Shiner,1631,Ac16S,fish
Big Pine,1508s2,1508,surface,BP_f9,fringe,fringe,Cyprinidae,Notropis heterolepis,Blacknose Shiner,805,Ac16S,fish
Big Pine,1508s1,1508,surface,BP_f9,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,26491,Am12S,fish
Big Pine,1508s2,1508,surface,BP_f9,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,10136,Ac16S,fish
Big Pine,1508s2,1508,surface,BP_f9,fringe,fringe,Cyprinidae,Pimephales notatus,Bluntnose Minnow,2022,Ac16S,fish
Big Pine,1508s2,1508,surface,BP_f9,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,1909,Am12S,fish
Big Pine,1508s2,1508,surface,BP_f9,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,1074,Ac16S,fish
Big Pine,1508s1,1508,surface,BP_f9,fringe,fringe,Umbridae,Umbra limi,Central Mudminnow,210,Am12S,fish
Big Pine,1508s1,1508,surface,BP_f9,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,3255,Ac16S,fish
Big Pine,1508s1,1508,surface,BP_f9,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,4199,Am12S,fish
Big Pine,1508s2,1508,surface,BP_f9,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,14857,Am12S,fish
Big Pine,1508s3,1508,surface,BP_f9,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,847,Ac16S,fish
Big Pine,1508s1,1508,surface,BP_f9,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,335,Am12S,fish
Big Pine,1508s2,1508,surface,BP_f9,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,1714,Ac16S,fish
Big Pine,1508s2,1508,surface,BP_f9,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,1346,Ac16S,fish
Big Pine,1508s2,1508,surface,BP_f9,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,8311,Am12S,fish
Big Pine,1508s3,1508,surface,BP_f9,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,12061,Am12S,fish
Big Pine,1508s3,1508,surface,BP_f9,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,16339,Ac16S,fish
Big Pine,1508s2,1508,surface,BP_f9,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,87,Am12S,fish
Big Pine,1508s3,1508,surface,BP_f9,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,3076,Ac16S,fish
Big Pine,1509s2,1509,surface,BP_n1,nearshore,littoral,Fundulidae,Fundulus diaphanus,Banded Killifish,13609,Ac16S,fish
Big Pine,1509s2,1509,surface,BP_n1,nearshore,littoral,Fundulidae,Fundulus diaphanus,Banded Killifish,40,Am12S,fish
Big Pine,1509s1,1509,surface,BP_n1,nearshore,littoral,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,2482,Am12S,fish
Big Pine,1509s2,1509,surface,BP_n1,nearshore,littoral,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,671,Ac16S,fish
Big Pine,1509s2,1509,surface,BP_n1,nearshore,littoral,Centrarchidae,Lepomis macrochirus,Bluegill,12353,Ac16S,fish
Big Pine,1509s3,1509,surface,BP_n1,nearshore,littoral,Centrarchidae,Lepomis macrochirus,Bluegill,70498,Am12S,fish
Big Pine,1509s2,1509,surface,BP_n1,nearshore,littoral,Gasterosteidae,Culaea inconstans,Brook Stickleback,738,Ac16S,fish
Big Pine,1509s1,1509,surface,BP_n1,nearshore,littoral,Centrarchidae,Lepomis cyanellus,Green Sunfish,4695,Am12S,fish
Big Pine,1509s2,1509,surface,BP_n1,nearshore,littoral,Centrarchidae,Lepomis cyanellus,Green Sunfish,264,Ac16S,fish
Big Pine,1509s3,1509,surface,BP_n1,nearshore,littoral,Percidae,Etheostoma exile,Iowa Darter,3830,Am12S,fish
Big Pine,1509s1,1509,surface,BP_n1,nearshore,littoral,Percidae,Etheostoma nigrum,Johnny Darter,2131,Am12S,fish
Big Pine,1509s3,1509,surface,BP_n1,nearshore,littoral,Centrarchidae,Micropterus salmoides,Largemouth Bass,2152,Ac16S,fish
Big Pine,1509s3,1509,surface,BP_n1,nearshore,littoral,Ictaluridae,Noturus gyrinus,Tadpole Madtom,10318,Am12S,fish
Big Pine,1509s2,1509,surface,BP_n1,nearshore,littoral,Percidae,Perca flavescens,Yellow Perch,2208,Am12S,fish
Big Pine,1510s3,1510,surface,BP_n11,nearshore,littoral,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,10381,Am12S,fish
Big Pine,1510s3,1510,surface,BP_n11,nearshore,littoral,Centrarchidae,Lepomis macrochirus,Bluegill,28873,Ac16S,fish
Big Pine,1510s3,1510,surface,BP_n11,nearshore,littoral,Centrarchidae,Lepomis macrochirus,Bluegill,48276,Am12S,fish
Big Pine,1510s1,1510,surface,BP_n11,nearshore,littoral,Ictaluridae,Ameiurus nebulosus/melas,Brown/Black Bullhead,21032,Ac16S,fish
Big Pine,1510s1,1510,surface,BP_n11,nearshore,littoral,Centrarchidae,Lepomis cyanellus,Green Sunfish,17,Ac16S,fish
Big Pine,1510s2,1510,surface,BP_n11,nearshore,littoral,Percidae,Etheostoma exile,Iowa Darter,16682,Ac16S,fish
Big Pine,1510s3,1510,surface,BP_n11,nearshore,littoral,Percidae,Etheostoma exile,Iowa Darter,3140,Am12S,fish
Big Pine,1510s1,1510,surface,BP_n11,nearshore,littoral,Centrarchidae,Micropterus salmoides,Largemouth Bass,20507,Am12S,fish
Big Pine,1510s2,1510,surface,BP_n11,nearshore,littoral,Centrarchidae,Micropterus salmoides,Largemouth Bass,10028,Ac16S,fish
Big Pine,1510s1,1510,surface,BP_n11,nearshore,littoral,Esocidae,Esox lucius,Northern Pike,1428,Ac16S,fish
Big Pine,1510s1,1510,surface,BP_n11,nearshore,littoral,Esocidae,Esox lucius,Northern Pike,14366,Am12S,fish
Big Pine,1510s1,1510,surface,BP_n11,nearshore,littoral,Ictaluridae,Noturus gyrinus,Tadpole Madtom,13522,Ac16S,fish
Big Pine,1510s1,1510,surface,BP_n11,nearshore,littoral,Ictaluridae,Noturus gyrinus,Tadpole Madtom,15005,Am12S,fish
Big Pine,1510s3,1510,surface,BP_n11,nearshore,littoral,Percidae,Sander vitreus,Walleye,14008,Ac16S,fish
Big Pine,1510s1,1510,surface,BP_n11,nearshore,littoral,Percidae,Perca flavescens,Yellow Perch,3907,Ac16S,fish
Big Pine,1512s1,1512,surface,BP_n12,nearshore,littoral,Centrarchidae,Lepomis macrochirus,Bluegill,59589,Am12S,fish
Big Pine,1512s2,1512,surface,BP_n12,nearshore,littoral,Centrarchidae,Lepomis macrochirus,Bluegill,50436,Ac16S,fish
Big Pine,1512s3,1512,surface,BP_n12,nearshore,littoral,Centrarchidae,Lepomis cyanellus,Green Sunfish,17756,Ac16S,fish
Big Pine,1512s2,1512,surface,BP_n12,nearshore,littoral,Centrarchidae,Micropterus salmoides,Largemouth Bass,16544,Am12S,fish
Big Pine,1512s1,1512,surface,BP_n12,nearshore,littoral,Cyprinidae,Notropis volucellus,Mimic Shiner,3578,Ac16S,fish
Big Pine,1512s2,1512,surface,BP_n12,nearshore,littoral,Esocidae,Esox lucius,Northern Pike,19968,Am12S,fish
Big Pine,1512s3,1512,surface,BP_n12,nearshore,littoral,Centrarchidae,Lepomis gibbosus,Pumpkinseed,47989,Am12S,fish
Big Pine,1513s1,1513,surface,BP_n13,nearshore,littoral,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,11,Am12S,fish
